,text,label
419,"brasileiros, alckmin falando de limpar e dar jeito em rios é golpe, viu   vamos dar um mergulho no tietê que te conto o porquê.",0
420,"o discurso do boulos foi perfeito pra terminar este debate! independente de voto, gostei mto da postura dele neste debate. apontou pautas importantes que ninguém toca. pois na roda pra debate. tem meu respeito!  #debatenaglobo",1
421,boulos  é o cara!!!!!!!!!!!!!!,1
422,álvaros dias mitando com a carta pro lula nas mãos 😂😂 #debatenaglobo,1
423,o cabo daciolo se tu perguntar ele consegue te explicar direitinho a história e simbologia de kingdom hearts,1
424,"vídeo: “eu sou lula”, a propaganda que o tse proibiu https://t.co/6x1jnhthyi via @miguelbbargas",0
425,todos pna record #vemcombolsonaro17,1
426,já tô prontinha pra assistir o cirão arrasar no debate   #ciro12 #ciropresidente #tsunamiciro https://t.co/c3ybrvdagq,1
427,"mandaram mto mal, pensei que teríamos um bom debate hoje mas cadê o amoedo? #debateredetv #amoedopresidente",0
428,"@maryritalopes objetivo e direto. aí vem a marina silva com discursinho do politicamente correto, mas se perde no meio querendo defender as crianças e as mães de familia, defendendo o aborto e a liberação das drogas.  aff's",0
429,#bolsonaro ainda é a melhor opção!,1
430,pra quem ainda não sabe onde ta rolando o #debatecomlula ta aqui óh https://t.co/auxrnz16dd #lulalivreja #lulapresidente,1
431,alvaro dias perdeu o ônibus #debatenaglobo,0
432,e o daciolo é bonito né? moreno jambre,1
433,"nós vamo, nós temo. boulos guilherme. #debatenaglobo",1
434,#debateband #bolsonaronaband #bolsonaronaband que tacada de mestre do mito bolsonaro hein hahaha mds tem que aplaudir de pé!,1
435,ciro gomes é 12 pdt presidente  #debatesbt,1
436,"para todos que retuitam mensagem de bolsonaro   que traduz seu “conhecimento” sobre cláusula pétrea esclareço que o 13 salário não é direito nem garantia individual e sim social, trabalhista.estão em capítulos distintos. portanto pode ser revogado como pretende vice bolsonarista.",0
437,"""muita gente não me conhece"", principiou meirelles no #debateredetv, e espero que ninguém te compre.",0
438,o alvaro dias alguem precisa levar no colo até o centro senão chega só em meia hora tadinho,0
439,quem não tiver estômago para ver os jornalixos da @redeglobo podem ver nosso futuro presidente aqui 😊 #haddadé13 https://t.co/nue9ztsiq2,1
440,#debateredetv   @twitterbrasil derrubou a quarta tag do bolsonaro!,0
441,@lobaoeletrico se o bolsonaro estivesse ido estaria    melhor. preferiu não ir!,0
442,ciro é debochado demais se ele fosse um millennial ele teria fan account aqui no tt só pra postar meme #debatenaglobo,0
443,álvaro dias... é mara,1
444,é isso #haddad13!,1
445,ciro gomes fazendo ✌🏼 na propaganda do debate hahahahaha,1
446,o paletó do haddad parece um saco,0
447,aiiiiii o ciro é mt fofo 😭😭,1
448,alguém segura daciolo nesse debate kkkkkkkkkk,1
449,qual pessoa com consciência bota em bolsonaro ? 🤦🏻‍♀️,0
450,quem justifica tudo que o pt faz como por exemplo fechar com os mais bandidos da política no nordeste como renan e eunício   é tipo bolsomion que chama tudo contra bolsonaro de fake news   tao juntos nessa doença e isso nao é bom pro pais #ovotonarecord,0
451,e a marina que esqueceu de fazer a pergunta,0
452,gnt q droga o alvaro dias usou?,1
453,os dois únicos eleitores do meirelles tão lá assistindo o debate e aplaudindo,0
454,impossivel engolir a cara de pau do alckmin,0
455,"@gdeaquino_scr vale destacar amoedo, mesmo não participando dos debates",1
456,ciro gomes que vergonha de vc,0
457,vão usar meu imposto (roubo) para que financie marmanjos que concluíram o ensino médio depois de repetir três vezes? nunca vi proposta mais imoral e retardada do que essa da marina. #debatenaglobo,0
458,daciolo converte qualquer um 😂😂😂😂😂,1
459,bolsonaro: a  eu: https://t.co/bgiisqkjkz,0
460,no mesmo dia descobrimos que uma das fundadoras do #mulherescontrabolsonaro é agredida por 3 discípulos dele armados e que a ex-mulher de bolsonaro teve que fugir do país porque ela foi ameaçada de morte. não votar em bolsonaro é cada vez mais uma questão de bom senso. #elenão,0
461,boa noite para todos! (menos pra quem não vai votar ciro 12),1
462,"meirelles diz que a primeira coisa que se aprende em educação é dizer a verdade. ""temos de dar o direito de aprender, não o direito de passar de ano"", diz #eleições2018",1
463,lula novo integrante da ordem mundial!,1
464,daciolo fala que os grandes bandidos são os engravatados enquanto mexe na própria gravata   o ato falho é uma delícia,0
465,gostei de um vídeo @youtube https://t.co/d5rkhwdu1j histórico: maior manifestação pró-bolsonaro interdita completamente,1
466,finalmente ciro entrando na mente,1
467,tá difícil não votar em ciro gomes,1
468,@kennedyalencar e o lula?,1
469,meirelles parece que tá chapadão,0
470,a marina gente 😍 (insira um meme com muitos coraçõezinhos aqui ❤️🧡💛💚💙💜💓💗💖💕💕💞🖤),1
471,"#bolsonaronabanda estratégia foi deixar o primeiro lugar fora do debate. band e os candidatos foram estratégicos. 🤔 ps: a # de bolsonaro estava em alta e duas vezes caiu no twitter. não me falaram, eu estou acompanhando e vi. sem mais. 😉",0
472,odiadores dos irmãos oasis contra bolsonaro,0
473,cabo daciolo está no debate estou preparada para rir muito #debaterecord https://t.co/dlw9y94ifw,1
474,#queméavalbildonaro? kkkk boa #boulos #debatedaband,0
475,hoje tem debate no sbt e eu só consigo pensar se o cabo daciolo vai lá para fazer propaganda da nossa ursal 😂😂😂,0
476,alckmin foge da pergunta sobre geração de emprego. enrolou #debateband,0
477,boulos vc vai mandar prender invasores?#debateredetv,0
478,"@shadym_m @muriloogps @memescomuna o que o boulos tá fazendo não é crime, é obrigação de qualquer ser humano decente que tenha o mínimo conhecimento da história da posse de terras brasileiras e de ética. ele tá tentando devolver as terras pros verdadeiros donos.",1
479,puta merda daciolo falou merda (mas é aquela parte lunática do daciolo não adianta o bicho é meio louco),0
480,porquê  porqui porqua será? #vemcombolsonaro17,1
481,"é ciro, gente, é ciro!  @cirogomes #ciro12 #ciropresidente https://t.co/tidtim5jpb",1
482,"gente, quem é esse cabo daciolo? gente, socorro! tirem ele dali, pelamor!? #debateband",0
483,i liked a @youtube video https://t.co/rcadtqfhx4 complexo de vira latas de quem fala mal do lula,0
484,@ataide_bolado marina ta dormindo mais q eu aqui no sofá,0
485,"brasil pra frente, marina presidente! #somosmarina18 #marinanaredetv #debateredetv",1
486,quando o alckmin tá falando o cara das libras lá embaixo parece q tá dançando uma música da anitta #gazetaestadaojp,0
487,#lulanacadeia a senhora acredita que o pt veio para atolar toda a política na corrupção?  https://t.co/lnocypitsy,
488,"alvaro dias tá com o terno mais lindo. esse ai gastou bons dígitos, viu? (imagina na globo) mas errou na gravata que tem um padrão de listra  bem fininha e dá efeito doppler na  tv. uma pena. mas tá belíssimo.",1
489,@isadora88575660 @rosangela_bolze é verdade o alckmin escolheu o centrão e vice versa !!!,1
490,vídeos de bolsonaro em multidões são falsos https://t.co/enmk4y3txq via @yahoobr,0
491,nem forçando muito eu conseguiria ter o mínimo de confiança nesse boulos. psol bem chacota colocando esse homem como candidato https://t.co/30ic7nol6t,0
492,teve  dia que o revista comeu no bom prato com o cabdodato geraldo alckmin,1
493,"bah meirelles, podia ter dormido sem essa",0
494,logo o alckmin com o tema transportes.,0
495,"o playboy revolucionário quer falar pelos outros, mas os outros não o querem como porta-voz, simples assim. 😎👉  #bolsonaronaband",0
496,@everydaysexo joão amoêdo @joaoamoedonovo @partidonovo30,1
497,"mesmo que o ciro não ganhe, ele vai fazer outros candidatos prometerem a mesma coisa que ele, limpar o nome de todo mundo. genial essa ideia.",1
498,"eu não consigo tomar esse ódio do lula e do pt, não da!!!11 queria voltar em 2002 e ter amado o lula tanto quanto ele merecia naquela época pq amar ele hoje eh dia eh crítico",1
499,#debatesbt sai do debate marina kkkkk,0
500,@radioitatiaia lula,1
501,eu pro boulos https://t.co/qix6r9pkls,1
502,marina silva falou tudo,1
503,#debateredetv #votobolsonaro17  nada muda meu voto! nada muda minha convicção! bolsonaro neles!,1
504,boulos já chegou mt boulos #debatenarecord,1
505,@guilhermeboulos tá colocando fogo no debate em boulos,1
506,esses canalhas do ibope e datafolha começa mostra a verdade porque só agora jair bolsonaro 17 sobe com força #vemcombolsonaro17 https://t.co/ctzwkwnfyd,1
507,record ao vivo com bolsonaro https://t.co/vluicv3wdf,1
508,"o meirelles passa trinta anos pra escolher um número, imagina pra governar o país? #debateredetv",0
509,"o meme da reação do ciro, por favor na minha mesa",1
510,o álvaro dias é uma mistura de silvio santos com coringa do jack nicholson. bizarro #debatenaglobo,0
511,"o henrique meirelles falando me lembra o ulisses guimaraes... confere, produção?",1
512,pensei que o residenciabel alvaro dias ia desmaiar ao vivo e causar muitas confusoes,0
513,"daciolo: ""sou o próximo presidente da república com 51% dos votos glória a deus"" #debatenarecord https://t.co/kwomo0o4gl",1
514,"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk chamou boulos de vagabundo, que nível de economista",0
515,meirelles não dormiu essa noite #debatenaglobo,0
516,em época de campanha vale tudo não é mesmo @geraldoalckmin?,0
517,"marina fala da malária e da febre amarela,cadê o cuidado com a saúde po?",1
518,achei lindo o discurso do boulos em repúdio à ditadura. até escorreu uma lágrima aqui lembrando dos horrores da ditadura na venezuela e pensando: q país é esse onde há candidatos à presidência e partidos inteiros que defendem regimes autoritários e seus líderes?,1
519,gostei de um vídeo @youtube https://t.co/bhuflhlckv perde eleitores na tv com propagandas do alckmin?,0
520,@igorseco so passei p informar q o nome real do cabo daciolo é benevenuto daciolo,0
521,"@andreazzaeditor até poderia ser, desde que não fosse uma pergunta tão difícil  que 90% das pessoas não entendessem. a resposta do bolsonaro não foi direta, mas foi mais palatável ao telespectador.",1
522,boy onde eu meto a mal sai um bolo de adesivo de ciro kkkkkkkk,1
523,você vai ter coragem de dizer não para esse homem??? (nem que seja só no 2º turno) #debatenaglobo #haddadé13  #haddadpresidente https://t.co/urrui0hek2,1
524,@blogdonoblat essa é a sua opinião bestão ... você deve ser apaixonado pelo candidato bolsonaro. larga de ser imbecil e passar vergonha...,0
525,bolsonaro: a eu: https://t.co/5hnzo9cnkm,1
526,caraio o boulos,0
527,"@teamcirogomes ciro foi ministro do plano real, e tem projeto para a indústria, e para a diminuição dos juros!! ciro tem propostas viáveis!! #ciro12",1
528,cabo daciolo é a maior vergonhas dos evangélicos atras só de bonoro,0
529,derrubaram mais uma tag do bolsonaro 😂😉,0
530,aguardando o bolsonaro perder as estribeiras e descer um soco na cara de quem ele vai responder uma pergunta por nao saber responder sem falar de militarização #debateredetv,0
531,marina tá pelajando farrétempo coitada #debatenaglobo https://t.co/ptm5cxod6w,0
532,"ciro gomes sentiu a rasteira que tomou dos ""amigos"" esquerdistas!",0
533,gente pq o meirelles não larga a política e vai pra lotérica 6h da manhã pagar conta? eh isso q idosos fazem,0
534,"tá bom, ciro, senta lá....",0
535,cabo daciolo é a representatividade do conspiracionista,1
536,olha eu já falei e vou falar dnv queria muito o boulos pra presidente mas como o brasileiro só olha pro próprio cu e acha q só existem 2 candidatos concorrendo infelizmente isso eh impossível,0
537,"eu debatendo é igual o bolsonaro, viajo nos argumentos",0
538,o daciolo fala eu escuto o amém no eco daqui,1
539,"faltou alckmin falar que precisa negociar com o pcc. “o partido tá se nacionalizando, preciso assumir a presidência para resolver isso”",0
540,haddad no país das maravilhas do pt! #coragem #debatenaglobo,1
541,"ninguém quer saber meirelles, plmdds ninguém nunca te perguntou isso",0
542,votei contra o lula kkkkkkkkkkkkkkkkkk #debateredetv,0
543,"@smith_hays santa maria, rio grande do sul com bolsonaro!!!!! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/hcdyccaxjt",1
544,o meirelles fala em slow motion eu não tenho paciência #debatenaglobo,0
545,"#debateredetv  bolsonaro:a eu:kkkkkkkcala a boquinha,pensa antes de falar,anjo",0
546,cabo daciolo: @hey_mika foi substituída,0
547,desculpa a quem eu estou incomodando com um monte de coisa do ciro(12) mas é que é necessário  que ele ganhe #tsunamiciro,1
548,"olha o que esse carlos bolsonaro postou, inadmissível #elenão",0
549,"alegações finais do mpf são ‘farsescas’, diz defesa de lula. https://t.co/9g8xcglhju",0
550,"o meirelles só fala de economia, deuses.",0
551,daciolo levará olho de peroba que veio direto do monte santo em jerusalém.  a cara de pau dos adversários dele nessa corrida presidencial ficará brilhando!  #debatenarecord,0
552,#debateredetv o ciro tava dormindo 😂,0
553,cabo daciolo leu isaias 45:1-25; leiam isaias 45: 1-25; https://t.co/ojudbyawjh,1
554,marina só falta entrar em posição fetal e chorar. a estratégia dela é se fazer de vítima para angariar votos. #debateband,0
555,engraçado alvaro dias falando de corrupção né  https://t.co/ulco4rvzb9,0
556,#debatenarecord #cironarecord #ciro12 vote no ciro o mais preparado,1
557,pela primeira vez me orgulhei da marina,1
558,"@anarcobs daciolo não ir já é uma perda inestimável, os outros candidatos parecem meio no piloto automático, a mediadora não ajuda...",0
559,"chora pistoleira bonoro ta bem e será eleito rt  bolsonaro caminha pelo quarto e não tem sinais de infecção, revela boletim médico https://t.co/xddirkjnuz",0
560,gente que vergonha alheia desse álvaro dias,0
561,"acompanhem do minuto 20:00 até 47:00, a entrevista com @jairbolsonaro https://t.co/nnqj1urfyf",1
562,"boulos ali de longe o mais empenhado em combater o fascista digno, porem luxo de quem nao tem chances de ganhar mesmo assim muito digno",1
563,os cara so falam do bolsonaro mano lkkkkkkkkkk,1
564,"só faltou cabo daciolo nesse debate, ia ser um ícone glória a deuxxxx #debatenaglobo",0
565,"cabo daciolo não é louco, é o seu cérebro que não aguenta tanto conhecimento e sabedoria",0
566,boulos quer redistribuir a riqueza - a riqueza que ele não produz.,0
567,tiro o chapeu pra estrategia do daciolo  vai fazer absolutamente nada do que ta falando mas vai ganhar muita gente na fala,1
568,ciro conhece todos os temas. querem mais preparado que isso? vamos aproveitar esse candidato e elegê-lo. dia 7 é 1️⃣2️⃣ nas urnas. #ciro12 #tsunamiciro #debatedaglobo,1
569,mano o daciolo kkkkk kkkkk manoooooooooo  kkkkkkkkkkkkkkkkkkkkkkk mitou,1
570,ciro é de uma elegância que meu deus. #debatenaglobo,1
571,"@lconrj na verdade ela colocou o bolsonaro no bolso, porque o cara foi humilhado por ela :)",1
572,"bolsonaro falando do colégio militar de brasília e em como ele é sério e eu só consigo pensa nos gloriosos anos de laura pontirolli no cmb brincando com boinas, mantando aula e correndo em círculos de uniforme",0
573,"no debate paralelo psdb x pt, o pt sempre ganha! geraldo alckmin não muda o discurso... #debateglobo",0
574,"bolsonaro expressa o ódio em seus discursos. algumas das poucas coisas que ele é ( machista, homofóbico, racista, e sem ética ). ele vive em um país onde há grande índice de violência populacional e também o país onde se mata e morre mais polícia e com tudo isso ele quer liberar",0
575,bom hoje pra conseguir uma carona pra voltar pra casa eu tive que fazer um l e gritar lula livre na escada do ccso caralho que inferno,1
576,"@ecantanhede vexame quem passa é o haddad, com aquele olho parado tentando relembrar os ensinamentos que o condenado lhe passou.",0
577,"@folha ""fala, daciolo, fala pro povo brasileiro"" 👏👏👏👏👏",1
578,daciolo falou tudo agora  #debatenarecord,1
579,nossa o haddad tem ums orelha gigante né,0
580,@lindberghfarias vai perder para o flavio bolsonaro e ir pra cadeia lindinho 😂😂😂,0
581,esses debates sem o bolsonaro virou um bando de comadre fofocando e rindo,0
582,@jairbolsonaro pessoal vamos nos unir e fazer a maior campanha na internet em prol do bolsonaro para que ele ganhe no primeiro turno. um segundo turno com qualquer comunista é preocupante. vamos juntos nessa corrente #bolsonaropresidente2018 #bolsonaro17no1ºturno #direitaunida @flaviobolsonaro,1
583,"se o brasil crescer na velocidade da fala de meirelles, resolveremos nosso problema econômico em 2118.",1
584,a réplica do haddad foi bem melhor.,1
585,eu morro nessas caras do ciro,1
586,vai que é tua ciro,1
587,queria questionar a escolha de uma gravata vermelha de bolinhas pro candidato haddad. #ovotonarecord2018 #debaterecord,1
588,se organizar direitinho a gente leva o daciolo pro segundo turno no lugar do bomobo,1
589,cabo daciolo é engraçado demais kkkkk,1
590,#debatenarecord gente é impressão minha ou na ex do alckmin tá maior do que o debate  da tv  parecida!  para cada mentira que ele conta não sei aonde o nariz dele vai chegar,0
591,"esse tal de daciolo ta misturando politica com religião,ele ta com uma biblia na mão em um debate eleitoral",0
592,@xaviier31 @satanwithatypo tô mais pilhadaço que o daciolo,1
593,"supera a dilma, marina",1
594,"@chrystiane4 vcs têm medo de lula, um bando de covardes",0
595,ciro gomes é exemplo de respeito ao dinheiro público: https://t.co/kbrtuuqdht  #debateredetv,1
596,até que enfim lembraram do bolsonaro #bolsonaronaband,1
597,"reinaldo azevedo é um dos jornalistas que faz questionamento e ele escolheu o bolsonaro pra responder, kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk eu esperei mt por esse momento",1
598,bolsonaro: a eu:,1
599,não aguento mais ouvir a voz da marina...,0
